0,1.5808878E-06
1,0
2,0.0011876654
3,0
4,0.0005239559
5,0
6,0.005524203
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0.022327684
17,0
18,0.0015129396
19,0
20,0.05994277
21,0
22,0.026818125
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0.00879713
33,0
34,0.017262526
35,0
36,0.119297124
37,0
38,0.051331814
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0.035029847
49,0
50,0.027121494
51,0
52,0.08986422
53,0
54,0.06552944
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0.0021552416
65,0
66,0.0021552416
67,0
68,0.014287872
69,0
70,0.006185424
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0.044223852
81,0
82,0.04422166
83,0
84,0.047045797
85,0
86,0.0468315
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0.012483709
97,0
98,0.014893274
99,0
100,0.2250316
101,0
102,0.026499225
103,0
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,0.07599269
113,0
114,0.056107864
115,0
116,0.37258002
117,0
118,0.3184833
119,0
120,0
121,0
122,0
123,0
124,0
125,0
126,0
127,0
128,8.6110565E-05
129,0
130,8.6110565E-05
131,0
132,0.00026132664
133,0
134,0.00019071164
135,0
136,0
137,0
138,0
139,0
140,0
141,0
142,0
143,0
144,7.887146E-05
145,0
146,7.8871E-05
147,0
148,0.002730495
149,0
150,0.0028160848
151,0
152,0
153,0
154,0
155,0
156,0
157,0
158,0
159,0
160,0.00019705604
161,0
162,0.00019705604
163,0
164,0.003171536
165,0
166,0.003355033
167,0
168,0
169,0
170,0
171,0
172,0
173,0
174,0
175,0
176,0.04671793
177,0
178,0.023660783
179,0
180,0.21599682
181,0
182,0.20848152
183,0
184,0
185,0
186,0
187,0
188,0
189,0
190,0
191,0
192,0.0017119887
193,0
194,0.0017119887
195,0
196,0.0074449014
197,0
198,0.011392718
199,0
200,0
201,0
202,0
203,0
204,0
205,0
206,0
207,0
208,0.12687843
209,0
210,0.12687217
211,0
212,0.14177743
213,0
214,0.13482012
215,0
216,0
217,0
218,0
219,0
220,0
221,0
222,0
223,0
224,0.011725707
225,0
226,0.013342879
227,0
228,3.2613714
229,0
230,0.42253378
231,0
232,0
233,0
234,0
235,0
236,0
237,0
238,0
239,0
240,0.58944607
241,0
242,0.37877566
243,0
244,22.510866
245,0
246,18.274685
247,0
248,0
249,0
250,0
251,0
252,0
253,0
254,0
255,0
256,1.0329788E-05
257,0
258,1.0329832E-05
259,0
260,3.005772E-05
261,0
262,2.5433157E-05
263,0
264,0
265,0
266,0
267,0
268,0
269,0
270,0
271,0
272,6.0281573E-06
273,0
274,6.0281805E-06
275,0
276,8.003792E-05
277,0
278,7.8243254E-05
279,0
280,0
281,0
282,0
283,0
284,0
285,0
286,0
287,0
288,1.2536264E-05
289,0
290,1.253627E-05
291,0
292,0.00018050673
293,0
294,0.00018154074
295,0
296,0
297,0
298,0
299,0
300,0
301,0
302,0
303,0
304,5.6549243E-06
305,0
306,5.6548342E-06
307,0
308,0.00018647366
309,0
310,0.00020693135
311,0
312,0
313,0
314,0
315,0
316,0
317,0
318,0
319,0
320,2.8262863E-05
321,0
322,2.8262863E-05
323,0
324,0.00019370213
325,0
326,0.00019380689
327,0
328,0
329,0
330,0
331,0
332,0
333,0
334,0
335,0
336,2.8704726E-05
337,0
338,2.8706587E-05
339,0
340,8.433754E-05
341,0
342,6.602266E-05
343,0
344,0
345,0
346,0
347,0
348,0
349,0
350,0
351,0
352,4.335942E-05
353,0
354,4.335898E-05
355,0
356,0.0013501665
357,0
358,0.0013254236
359,0
360,0
361,0
362,0
363,0
364,0
365,0
366,0
367,0
368,0.10457831
369,0
370,0.03789715
371,0
